所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - hover视频播放 - 鼠标移出卡片：视频立刻暂停、画面切回静态 cover 封面/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - hover视频播放 - 鼠标移出卡片：视频立刻暂停、画面切回静态 cover 封面 - 展示正常,系统已启动，用户已登录，数据可视化页面已加载,"1. 点击视频进入视频分类
2. 鼠标悬停到视频卡片上
3. 鼠标移出视频卡片","1. 页面初始化加载，显示所选分类的对应数据
2. 视频开始播放
3. 视频立刻暂停，画面切回静态 cover 封面",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - hover视频播放/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - hover视频播放 - 来回切换展示正常,系统已启动，用户已登录,"1. 进入数据可视化列表页面，页面初始化加载
2. 点击视频进入视频分类，页面加载对应分类的数据列表
3. 在视频列表中进行hover操作，并来回切换展示","1. 列表页面正常显示，数据加载成功
2. 视频分类页面加载，显示所选分类对应的数据列表
3. hover时视频正常播放，来回切换展示无异常",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 标签名称，任务名称、分类、格式,系统已启动，用户已登录，存在视频分类数据,"1. 点击视频分类入口，进入视频分类列表页面
2. 观察列表页面底部文案
3. 校验底部文案内容包含标签名称、任务名称、分类、格式","1. 成功进入视频分类列表页面，显示对应分类数据
2. 底部文案正常显示
3. 底部文案正确显示标签名称、任务名称、分类、格式信息",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 选择/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 选择 - 勾选，取消勾选,系统已启动，用户已登录,"1. 点击视频进入视频分类
2. 在分类列表中勾选一个项目
3. 取消勾选该项目","1. 成功进入对应分类列表
2. 该项目被勾选，底部文案更新
3. 项目取消勾选，底部文案恢复",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 选择/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 选择 - 作用于导出结果,系统已启动，用户已登录,"1. 打开数据可视化列表页面，页面初始化加载
2. 点击视频进入视频分类，查看对应数据
3. 校验底部文案，选择操作并导出","1. 列表页面成功加载，显示数据
2. 视频分类页面加载，显示对应数据
3. 底部文案正确，选择操作后导出成功",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击cover封面图进入,系统已启动，用户已登录，已进入数据可视化列表页,"1. 点击视频分类入口，进入视频分类列表
2. 检查底部文案内容
3. 点击cover封面图","1. 成功加载对应分类的数据列表
2. 底部文案显示正确
3. 开始播放视频",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 顶部信息展示/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 顶部信息展示 - 任务编号,用户已登录，进入视频片段详情页,"1. 打开视频片段详情页
2. 查看页面顶部信息区域
3. 检查任务编号字段的显示","1. 页面成功加载，无错误
2. 顶部信息区域显示完整，包含任务编号字段
3. 任务编号正确显示，与所选视频片段关联的任务编号一致",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 顶部信息展示 - 分类标签/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 顶部信息展示 - 分类标签 - 没有一级的展示2级，例：**+**,系统已启动，用户已登录,1. 进入数据可视化列表，点击视频分类\n2. 在分类列表页底部，点击播放按钮\n3. 进入视频片段详情页，查看顶部分类标签,,1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 顶部信息展示 - 右上角“返回”按钮/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 顶部信息展示 - 右上角“返回”按钮 - 点击返回上一级分类列表,系统已启动，用户已登录,"1. 进入数据可视化列表，点击视频分类
2. 选择分类，点击播放进入视频片段详情页
3. 点击右上角返回按钮","1. 显示视频分类列表数据
2. 显示视频片段详情页顶部信息
3. 返回上一级分类列表",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 双画面基础展示 - 左右分屏布局/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 双画面基础展示 - 左右分屏布局 - 左画面标题wrist_image_left,系统已登录，已进入视频分类列表，点击播放进入视频片段详情页,"1. 进入视频片段详情页
2. 观察左右分屏布局
3. 检查左画面标题","1. 成功进入详情页
2. 左右分屏布局显示正常
3. 左画面标题显示为wrist_image_left",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 双画面基础展示 - 左右分屏布局/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 双画面基础展示 - 左右分屏布局 - 右画面标题wrist_image_right,系统已启动，用户已登录,"1. 进入视频分类列表
2. 点击视频播放进入视频片段详情页
3. 查看双画面布局中的右画面标题","1. 列表加载正确，显示所选分类的数据
2. 成功进入详情页，播放视频
3. 右画面标题显示为 wrist_image_right",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 双画面基础展示 - 右上角视图切换按钮/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 双画面基础展示 - 右上角视图切换按钮 - 左右分屏 / 上下分屏多,系统已启动，用户已登录,"1. 打开视频列表页面
2. 点击视频进入视频分类列表
3. 在视频分类列表中点击播放按钮进入视频片段详情页","1. 视频列表页面加载成功
2. 视频分类列表显示对应数据
3. 进入双画面详情页并显示视图切换按钮",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 双画面基础展示 - 右上角视图切换按钮/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 底部文案校验 - 操作 - 播放 - 可以点击播放进入 - 视频片段详情页 - 双画面基础展示 - 右上角视图切换按钮 - 切换实时生效，视频播放进度不重置、不中断；切换后画面比例正常,系统已启动，用户已登录，在视频片段详情页双画面展示，右上角有视图切换按钮,"1. 点击右上角视图切换按钮
2. 等待画面切换完成
3. 检查视频播放进度条位置","1. 视图切换实时生效，画面改变
2. 视频播放进度不重置、不中断
3. 切换后画面比例正常",1,3,功能测试,功能测试阶段
