所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/机器人构型配置（林禹成） - 查询/,验证机器人构型配置模块无查询功能,已登录系统且具有机器人构型配置模块的访问权限,"1. 进入机器人构型配置模块页面
2. 查看页面是否提供查询功能（如搜索框、查询按钮等）","1. 成功进入机器人构型配置模块页面
2. 页面不显示任何查询功能，符合“建议删除查询”的测试点要求",1,3,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 构型名称 - 限制/,新建机器人构型-构型名称长度为1个字符（边界最小值）,已登录系统且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“构型名称”输入框中输入1个字符（如“A”）
3. 填写其他必填字段（如机器人型号、描述、配置文件）
4. 点击“保存”按钮","1. 弹出新建机器人构型对话框或进入新建页面
2. 输入成功，无长度限制提示
3. 其他字段填写成功
4. 保存成功，列表显示新构型，构型名称为“A”",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 构型名称 - 限制/,新建机器人构型-构型名称长度为32个字符（边界最大值）,已登录系统且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“构型名称”输入框中输入32个字符（如“ABCDEFGHIJKLMNOPQRSTUVWXYZ123456”）
3. 填写其他必填字段（如机器人型号、描述、配置文件）
4. 点击“保存”按钮","1. 弹出新建机器人构型对话框或进入新建页面
2. 输入成功，无长度限制提示
3. 其他字段填写成功
4. 保存成功，列表显示新构型，构型名称为输入的32个字符",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 构型名称 - 限制/,新建机器人构型-构型名称为空（异常场景）,已登录系统且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 不输入构型名称，保持为空
3. 填写其他必填字段（如机器人型号、描述、配置文件）
4. 点击“保存”按钮","1. 弹出新建机器人构型对话框或进入新建页面
2. 构型名称为空
3. 其他字段填写成功
4. 保存失败，提示“构型名称不能为空”或类似错误信息",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 构型名称 - 限制/,新建机器人构型-构型名称长度为33个字符（超出上限）,已登录系统且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“构型名称”输入框中输入33个字符（如“ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567”）
3. 填写其他必填字段（如机器人型号、描述、配置文件）
4. 点击“保存”按钮","1. 弹出新建机器人构型对话框或进入新建页面
2. 输入被限制，无法输入超过32个字符，或输入后提示长度超限
3. 其他字段填写成功
4. 保存失败，提示“构型名称长度不能超过32个字符”或类似错误信息",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 构型名称 - 限制/,验证构型名称支持中英文字母、数字、下划线,已登录系统且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在构型名称输入框中输入“测试Robot_01”
3. 填写其他必填字段（机器人型号、描述、配置文件）
4. 点击“保存”按钮","1. 弹出新建机器人构型对话框
2. 输入成功，无格式错误提示
3. 其他字段填写成功
4. 保存成功，列表显示新构型，构型名称为“测试Robot_01”",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 构型名称 - 限制/,验证构型名称包含非法字符时提示错误,已登录系统且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在构型名称输入框中输入“测试-Robot@01”
3. 点击“保存”按钮","1. 弹出新建机器人构型对话框
2. 输入成功，但系统提示“构型名称仅支持中英文字母、数字、下划线”
3. 保存失败，无法提交",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 构型名称 - 限制/,验证构型名称包含空格时提示错误,已登录系统且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在构型名称输入框中输入“测试 Robot”
3. 点击“保存”按钮","1. 弹出新建机器人构型对话框
2. 输入成功，但系统提示“构型名称仅支持中英文字母、数字、下划线”
3. 保存失败，无法提交",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 构型名称 - 限制/,验证构型名称为空时提示必填,已登录系统且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 不输入构型名称，保持为空
3. 点击“保存”按钮","1. 弹出新建机器人构型对话框
2. 构型名称输入框为空
3. 保存失败，系统提示“构型名称不能为空”",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号长度等于1（边界值）,用户已登录且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“机器人型号”输入框中输入长度为1的字符串（如“A”）
3. 填写其他必填字段（如构型名称、配置文件等）
4. 点击“保存”按钮","1. 页面显示新建机器人构型表单
2. 输入成功，无长度限制提示
3. 其他字段填写成功
4. 保存成功，列表显示新记录，机器人型号为“A”",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号长度等于32（边界值）,用户已登录且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“机器人型号”输入框中输入长度为32的字符串（如“ABCDEFGHIJKLMNOPQRSTUVWXYZ123456”）
3. 填写其他必填字段（如构型名称、配置文件等）
4. 点击“保存”按钮","1. 页面显示新建机器人构型表单
2. 输入成功，无长度限制提示
3. 其他字段填写成功
4. 保存成功，列表显示新记录，机器人型号为输入的32位字符串",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号长度小于1（空值）,用户已登录且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“机器人型号”输入框中不输入任何内容（长度为0）
3. 填写其他必填字段（如构型名称、配置文件等）
4. 点击“保存”按钮","1. 页面显示新建机器人构型表单
2. 输入框为空
3. 其他字段填写成功
4. 保存失败，提示“机器人型号长度必须在1到32之间”或类似错误信息",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号长度大于32,用户已登录且具有机器人构型配置的新建权限,"1. 进入机器人构型配置页面，点击“新建”按钮
2. 在“机器人型号”输入框中输入长度为33的字符串（如“ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567”）
3. 填写其他必填字段（如构型名称、配置文件等）
4. 点击“保存”按钮","1. 页面显示新建机器人构型表单
2. 输入被限制，无法输入超过32个字符，或输入后提示长度超限
3. 其他字段填写成功
4. 保存失败，提示“机器人型号长度必须在1到32之间”或类似错误信息",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号输入合法字符（中文、英文、数字、下划线、短横线）,用户已登录且具有机器人构型配置的新建权限，进入新建机器人构型页面,"1. 在机器人型号输入框中输入“型号_ABC-123测试”
2. 点击“保存”按钮","1. 输入框正常接收输入，无错误提示
2. 保存成功，列表显示新创建的构型，机器人型号为“型号_ABC-123测试”",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号包含非法字符（空格）时提示错误,用户已登录且具有机器人构型配置的新建权限，进入新建机器人构型页面,"1. 在机器人型号输入框中输入“型号 ABC”
2. 点击“保存”按钮","1. 输入框正常接收输入
2. 保存失败，页面提示机器人型号仅支持中英文字母、数字、_、-，且不允许保存",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号包含非法字符（中文标点）时提示错误,用户已登录且具有机器人构型配置的新建权限，进入新建机器人构型页面,"1. 在机器人型号输入框中输入“型号，测试”
2. 点击“保存”按钮","1. 输入框正常接收输入
2. 保存失败，页面提示机器人型号仅支持中英文字母、数字、_、-，且不允许保存",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号为空时提示必填,用户已登录且具有机器人构型配置的新建权限，进入新建机器人构型页面,"1. 不输入机器人型号，保持为空
2. 点击“保存”按钮","1. 输入框为空
2. 保存失败，页面提示机器人型号为必填项",1,2,功能测试,功能测试阶段
/机器人构型配置（林禹成） - 【新建机器人构型】 - * 机器人型号 - 限制/,新建机器人构型-机器人型号仅包含下划线和短横线时允许保存,用户已登录且具有机器人构型配置的新建权限，进入新建机器人构型页面,"1. 在机器人型号输入框中输入“_-”
2. 点击“保存”按钮","1. 输入框正常接收输入
2. 保存成功，列表显示新创建的构型，机器人型号为“_-”",1,3,功能测试,功能测试阶段
